,State,Data Element,Date,Value,Frequency,Region,Description
1488,North Dakota,Consumer Price Index,2021-04-01,5.0,Monthly,West North Central,Consumer Price Index
1489,Nebraska,Consumer Price Index,2021-04-01,5.0,Monthly,West North Central,Consumer Price Index
1490,South Dakota,Consumer Price Index,2021-04-01,5.0,Monthly,West North Central,Consumer Price Index
1491,Iowa,Consumer Price Index,2021-05-01,5.9,Monthly,West North Central,Consumer Price Index
1492,Kansas,Consumer Price Index,2021-05-01,5.9,Monthly,West North Central,Consumer Price Index
1493,Minnesota,Consumer Price Index,2021-05-01,5.9,Monthly,West North Central,Consumer Price Index
1494,Missouri,Consumer Price Index,2021-05-01,5.9,Monthly,West North Central,Consumer Price Index
1495,North Dakota,Consumer Price Index,2021-05-01,5.9,Monthly,West North Central,Consumer Price Index
1496,Nebraska,Consumer Price Index,2021-05-01,5.9,Monthly,West North Central,Consumer Price Index
1497,South Dakota,Consumer Price Index,2021-05-01,5.9,Monthly,West North Central,Consumer Price Index
1498,Iowa,Consumer Price Index,2021-06-01,6.2,Monthly,West North Central,Consumer Price Index
1499,Kansas,Consumer Price Index,2021-06-01,6.2,Monthly,West North Central,Consumer Price Index
1500,Minnesota,Consumer Price Index,2021-06-01,6.2,Monthly,West North Central,Consumer Price Index
1501,Missouri,Consumer Price Index,2021-06-01,6.2,Monthly,West North Central,Consumer Price Index
1502,North Dakota,Consumer Price Index,2021-06-01,6.2,Monthly,West North Central,Consumer Price Index
1503,Nebraska,Consumer Price Index,2021-06-01,6.2,Monthly,West North Central,Consumer Price Index
1504,South Dakota,Consumer Price Index,2021-06-01,6.2,Monthly,West North Central,Consumer Price Index
1505,Iowa,Consumer Price Index,2021-07-01,6.6,Monthly,West North Central,Consumer Price Index
1506,Kansas,Consumer Price Index,2021-07-01,6.6,Monthly,West North Central,Consumer Price Index
1507,Minnesota,Consumer Price Index,2021-07-01,6.6,Monthly,West North Central,Consumer Price Index
1508,Missouri,Consumer Price Index,2021-07-01,6.6,Monthly,West North Central,Consumer Price Index
1509,North Dakota,Consumer Price Index,2021-07-01,6.6,Monthly,West North Central,Consumer Price Index
1510,Nebraska,Consumer Price Index,2021-07-01,6.6,Monthly,West North Central,Consumer Price Index
1511,South Dakota,Consumer Price Index,2021-07-01,6.6,Monthly,West North Central,Consumer Price Index
1512,Iowa,Consumer Price Index,2021-08-01,6.7,Monthly,West North Central,Consumer Price Index
1513,Kansas,Consumer Price Index,2021-08-01,6.7,Monthly,West North Central,Consumer Price Index
1514,Minnesota,Consumer Price Index,2021-08-01,6.7,Monthly,West North Central,Consumer Price Index
1515,Missouri,Consumer Price Index,2021-08-01,6.7,Monthly,West North Central,Consumer Price Index
1516,North Dakota,Consumer Price Index,2021-08-01,6.7,Monthly,West North Central,Consumer Price Index
1517,Nebraska,Consumer Price Index,2021-08-01,6.7,Monthly,West North Central,Consumer Price Index
1518,South Dakota,Consumer Price Index,2021-08-01,6.7,Monthly,West North Central,Consumer Price Index
1519,Iowa,Consumer Price Index,2021-09-01,6.5,Monthly,West North Central,Consumer Price Index
1520,Kansas,Consumer Price Index,2021-09-01,6.5,Monthly,West North Central,Consumer Price Index
1521,Minnesota,Consumer Price Index,2021-09-01,6.5,Monthly,West North Central,Consumer Price Index
1522,Missouri,Consumer Price Index,2021-09-01,6.5,Monthly,West North Central,Consumer Price Index
1523,North Dakota,Consumer Price Index,2021-09-01,6.5,Monthly,West North Central,Consumer Price Index
1524,Nebraska,Consumer Price Index,2021-09-01,6.5,Monthly,West North Central,Consumer Price Index
1525,South Dakota,Consumer Price Index,2021-09-01,6.5,Monthly,West North Central,Consumer Price Index
1526,Iowa,Consumer Price Index,2021-10-01,7.3,Monthly,West North Central,Consumer Price Index
1527,Kansas,Consumer Price Index,2021-10-01,7.3,Monthly,West North Central,Consumer Price Index
1528,Minnesota,Consumer Price Index,2021-10-01,7.3,Monthly,West North Central,Consumer Price Index
1529,Missouri,Consumer Price Index,2021-10-01,7.3,Monthly,West North Central,Consumer Price Index
1530,North Dakota,Consumer Price Index,2021-10-01,7.3,Monthly,West North Central,Consumer Price Index
1531,Nebraska,Consumer Price Index,2021-10-01,7.3,Monthly,West North Central,Consumer Price Index
1532,South Dakota,Consumer Price Index,2021-10-01,7.3,Monthly,West North Central,Consumer Price Index
1533,Iowa,Consumer Price Index,2021-11-01,7.6,Monthly,West North Central,Consumer Price Index
1534,Kansas,Consumer Price Index,2021-11-01,7.6,Monthly,West North Central,Consumer Price Index
1535,Minnesota,Consumer Price Index,2021-11-01,7.6,Monthly,West North Central,Consumer Price Index
1536,Missouri,Consumer Price Index,2021-11-01,7.6,Monthly,West North Central,Consumer Price Index
1537,North Dakota,Consumer Price Index,2021-11-01,7.6,Monthly,West North Central,Consumer Price Index
1538,Nebraska,Consumer Price Index,2021-11-01,7.6,Monthly,West North Central,Consumer Price Index
1539,South Dakota,Consumer Price Index,2021-11-01,7.6,Monthly,West North Central,Consumer Price Index
1540,New Jersey,Consumer Price Index,2019-01-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1541,New York,Consumer Price Index,2019-01-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1542,Pennsylvania,Consumer Price Index,2019-01-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1543,New Jersey,Consumer Price Index,2019-02-01,1.2,Monthly,Middle Atlantic,Consumer Price Index
1544,New York,Consumer Price Index,2019-02-01,1.2,Monthly,Middle Atlantic,Consumer Price Index
1545,Pennsylvania,Consumer Price Index,2019-02-01,1.2,Monthly,Middle Atlantic,Consumer Price Index
1546,New Jersey,Consumer Price Index,2019-03-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1547,New York,Consumer Price Index,2019-03-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1548,Pennsylvania,Consumer Price Index,2019-03-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1549,New Jersey,Consumer Price Index,2019-04-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1550,New York,Consumer Price Index,2019-04-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1551,Pennsylvania,Consumer Price Index,2019-04-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1552,New Jersey,Consumer Price Index,2019-05-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1553,New York,Consumer Price Index,2019-05-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1554,Pennsylvania,Consumer Price Index,2019-05-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1555,New Jersey,Consumer Price Index,2019-06-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1556,New York,Consumer Price Index,2019-06-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1557,Pennsylvania,Consumer Price Index,2019-06-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1558,New Jersey,Consumer Price Index,2019-07-01,1.7,Monthly,Middle Atlantic,Consumer Price Index
1559,New York,Consumer Price Index,2019-07-01,1.7,Monthly,Middle Atlantic,Consumer Price Index
1560,Pennsylvania,Consumer Price Index,2019-07-01,1.7,Monthly,Middle Atlantic,Consumer Price Index
1561,New Jersey,Consumer Price Index,2019-08-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1562,New York,Consumer Price Index,2019-08-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1563,Pennsylvania,Consumer Price Index,2019-08-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1564,New Jersey,Consumer Price Index,2019-09-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1565,New York,Consumer Price Index,2019-09-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1566,Pennsylvania,Consumer Price Index,2019-09-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1567,New Jersey,Consumer Price Index,2019-10-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1568,New York,Consumer Price Index,2019-10-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1569,Pennsylvania,Consumer Price Index,2019-10-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1570,New Jersey,Consumer Price Index,2019-11-01,1.9,Monthly,Middle Atlantic,Consumer Price Index
1571,New York,Consumer Price Index,2019-11-01,1.9,Monthly,Middle Atlantic,Consumer Price Index
1572,Pennsylvania,Consumer Price Index,2019-11-01,1.9,Monthly,Middle Atlantic,Consumer Price Index
1573,New Jersey,Consumer Price Index,2019-12-01,1.9,Monthly,Middle Atlantic,Consumer Price Index
1574,New York,Consumer Price Index,2019-12-01,1.9,Monthly,Middle Atlantic,Consumer Price Index
1575,Pennsylvania,Consumer Price Index,2019-12-01,1.9,Monthly,Middle Atlantic,Consumer Price Index
1576,New Jersey,Consumer Price Index,2020-01-01,2.4,Monthly,Middle Atlantic,Consumer Price Index
1577,New York,Consumer Price Index,2020-01-01,2.4,Monthly,Middle Atlantic,Consumer Price Index
1578,Pennsylvania,Consumer Price Index,2020-01-01,2.4,Monthly,Middle Atlantic,Consumer Price Index
1579,New Jersey,Consumer Price Index,2020-02-01,2.3,Monthly,Middle Atlantic,Consumer Price Index
1580,New York,Consumer Price Index,2020-02-01,2.3,Monthly,Middle Atlantic,Consumer Price Index
1581,Pennsylvania,Consumer Price Index,2020-02-01,2.3,Monthly,Middle Atlantic,Consumer Price Index
1582,New Jersey,Consumer Price Index,2020-03-01,1.8,Monthly,Middle Atlantic,Consumer Price Index
1583,New York,Consumer Price Index,2020-03-01,1.8,Monthly,Middle Atlantic,Consumer Price Index
1584,Pennsylvania,Consumer Price Index,2020-03-01,1.8,Monthly,Middle Atlantic,Consumer Price Index
1585,New Jersey,Consumer Price Index,2020-04-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1586,New York,Consumer Price Index,2020-04-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1587,Pennsylvania,Consumer Price Index,2020-04-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1588,New Jersey,Consumer Price Index,2020-05-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1589,New York,Consumer Price Index,2020-05-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1590,Pennsylvania,Consumer Price Index,2020-05-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1591,New Jersey,Consumer Price Index,2020-06-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1592,New York,Consumer Price Index,2020-06-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1593,Pennsylvania,Consumer Price Index,2020-06-01,0.9,Monthly,Middle Atlantic,Consumer Price Index
1594,New Jersey,Consumer Price Index,2020-07-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1595,New York,Consumer Price Index,2020-07-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1596,Pennsylvania,Consumer Price Index,2020-07-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1597,New Jersey,Consumer Price Index,2020-08-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1598,New York,Consumer Price Index,2020-08-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1599,Pennsylvania,Consumer Price Index,2020-08-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1600,New Jersey,Consumer Price Index,2020-09-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1601,New York,Consumer Price Index,2020-09-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1602,Pennsylvania,Consumer Price Index,2020-09-01,1.5,Monthly,Middle Atlantic,Consumer Price Index
1603,New Jersey,Consumer Price Index,2020-10-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1604,New York,Consumer Price Index,2020-10-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1605,Pennsylvania,Consumer Price Index,2020-10-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1606,New Jersey,Consumer Price Index,2020-11-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1607,New York,Consumer Price Index,2020-11-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1608,Pennsylvania,Consumer Price Index,2020-11-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1609,New Jersey,Consumer Price Index,2020-12-01,1.6,Monthly,Middle Atlantic,Consumer Price Index
1610,New York,Consumer Price Index,2020-12-01,1.6,Monthly,Middle Atlantic,Consumer Price Index
1611,Pennsylvania,Consumer Price Index,2020-12-01,1.6,Monthly,Middle Atlantic,Consumer Price Index
1612,New Jersey,Consumer Price Index,2021-01-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1613,New York,Consumer Price Index,2021-01-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1614,Pennsylvania,Consumer Price Index,2021-01-01,1.3,Monthly,Middle Atlantic,Consumer Price Index
1615,New Jersey,Consumer Price Index,2021-02-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1616,New York,Consumer Price Index,2021-02-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1617,Pennsylvania,Consumer Price Index,2021-02-01,1.4,Monthly,Middle Atlantic,Consumer Price Index
1618,New Jersey,Consumer Price Index,2021-03-01,2.2,Monthly,Middle Atlantic,Consumer Price Index
1619,New York,Consumer Price Index,2021-03-01,2.2,Monthly,Middle Atlantic,Consumer Price Index
1620,Pennsylvania,Consumer Price Index,2021-03-01,2.2,Monthly,Middle Atlantic,Consumer Price Index
1621,New Jersey,Consumer Price Index,2021-04-01,3.5,Monthly,Middle Atlantic,Consumer Price Index
1622,New York,Consumer Price Index,2021-04-01,3.5,Monthly,Middle Atlantic,Consumer Price Index
1623,Pennsylvania,Consumer Price Index,2021-04-01,3.5,Monthly,Middle Atlantic,Consumer Price Index
1624,New Jersey,Consumer Price Index,2021-05-01,4.0,Monthly,Middle Atlantic,Consumer Price Index
1625,New York,Consumer Price Index,2021-05-01,4.0,Monthly,Middle Atlantic,Consumer Price Index
1626,Pennsylvania,Consumer Price Index,2021-05-01,4.0,Monthly,Middle Atlantic,Consumer Price Index
1627,New Jersey,Consumer Price Index,2021-06-01,4.8,Monthly,Middle Atlantic,Consumer Price Index
1628,New York,Consumer Price Index,2021-06-01,4.8,Monthly,Middle Atlantic,Consumer Price Index
1629,Pennsylvania,Consumer Price Index,2021-06-01,4.8,Monthly,Middle Atlantic,Consumer Price Index
1630,New Jersey,Consumer Price Index,2021-07-01,4.4,Monthly,Middle Atlantic,Consumer Price Index
1631,New York,Consumer Price Index,2021-07-01,4.4,Monthly,Middle Atlantic,Consumer Price Index
1632,Pennsylvania,Consumer Price Index,2021-07-01,4.4,Monthly,Middle Atlantic,Consumer Price Index
1633,New Jersey,Consumer Price Index,2021-08-01,4.5,Monthly,Middle Atlantic,Consumer Price Index
1634,New York,Consumer Price Index,2021-08-01,4.5,Monthly,Middle Atlantic,Consumer Price Index
1635,Pennsylvania,Consumer Price Index,2021-08-01,4.5,Monthly,Middle Atlantic,Consumer Price Index
1636,New Jersey,Consumer Price Index,2021-09-01,4.7,Monthly,Middle Atlantic,Consumer Price Index
1637,New York,Consumer Price Index,2021-09-01,4.7,Monthly,Middle Atlantic,Consumer Price Index
1638,Pennsylvania,Consumer Price Index,2021-09-01,4.7,Monthly,Middle Atlantic,Consumer Price Index
1639,New Jersey,Consumer Price Index,2021-10-01,5.4,Monthly,Middle Atlantic,Consumer Price Index
1640,New York,Consumer Price Index,2021-10-01,5.4,Monthly,Middle Atlantic,Consumer Price Index
1641,Pennsylvania,Consumer Price Index,2021-10-01,5.4,Monthly,Middle Atlantic,Consumer Price Index
1642,New Jersey,Consumer Price Index,2021-11-01,5.9,Monthly,Middle Atlantic,Consumer Price Index
1643,New York,Consumer Price Index,2021-11-01,5.9,Monthly,Middle Atlantic,Consumer Price Index
1644,Pennsylvania,Consumer Price Index,2021-11-01,5.9,Monthly,Middle Atlantic,Consumer Price Index
1645,Arkansas,Consumer Price Index,2019-01-01,0.8,Monthly,West South Central,Consumer Price Index
1646,Louisiana,Consumer Price Index,2019-01-01,0.8,Monthly,West South Central,Consumer Price Index
1647,Oklahoma,Consumer Price Index,2019-01-01,0.8,Monthly,West South Central,Consumer Price Index
1648,Texas,Consumer Price Index,2019-01-01,0.8,Monthly,West South Central,Consumer Price Index
1649,Arkansas,Consumer Price Index,2019-02-01,0.7,Monthly,West South Central,Consumer Price Index
1650,Louisiana,Consumer Price Index,2019-02-01,0.7,Monthly,West South Central,Consumer Price Index
1651,Oklahoma,Consumer Price Index,2019-02-01,0.7,Monthly,West South Central,Consumer Price Index
1652,Texas,Consumer Price Index,2019-02-01,0.7,Monthly,West South Central,Consumer Price Index
1653,Arkansas,Consumer Price Index,2019-03-01,1.4,Monthly,West South Central,Consumer Price Index
1654,Louisiana,Consumer Price Index,2019-03-01,1.4,Monthly,West South Central,Consumer Price Index
1655,Oklahoma,Consumer Price Index,2019-03-01,1.4,Monthly,West South Central,Consumer Price Index
1656,Texas,Consumer Price Index,2019-03-01,1.4,Monthly,West South Central,Consumer Price Index
1657,Arkansas,Consumer Price Index,2019-04-01,1.4,Monthly,West South Central,Consumer Price Index
1658,Louisiana,Consumer Price Index,2019-04-01,1.4,Monthly,West South Central,Consumer Price Index
1659,Oklahoma,Consumer Price Index,2019-04-01,1.4,Monthly,West South Central,Consumer Price Index
1660,Texas,Consumer Price Index,2019-04-01,1.4,Monthly,West South Central,Consumer Price Index
1661,Arkansas,Consumer Price Index,2019-05-01,1.0,Monthly,West South Central,Consumer Price Index
1662,Louisiana,Consumer Price Index,2019-05-01,1.0,Monthly,West South Central,Consumer Price Index
1663,Oklahoma,Consumer Price Index,2019-05-01,1.0,Monthly,West South Central,Consumer Price Index
1664,Texas,Consumer Price Index,2019-05-01,1.0,Monthly,West South Central,Consumer Price Index
1665,Arkansas,Consumer Price Index,2019-06-01,0.7,Monthly,West South Central,Consumer Price Index
1666,Louisiana,Consumer Price Index,2019-06-01,0.7,Monthly,West South Central,Consumer Price Index
1667,Oklahoma,Consumer Price Index,2019-06-01,0.7,Monthly,West South Central,Consumer Price Index
1668,Texas,Consumer Price Index,2019-06-01,0.7,Monthly,West South Central,Consumer Price Index
1669,Arkansas,Consumer Price Index,2019-07-01,1.0,Monthly,West South Central,Consumer Price Index
1670,Louisiana,Consumer Price Index,2019-07-01,1.0,Monthly,West South Central,Consumer Price Index
1671,Oklahoma,Consumer Price Index,2019-07-01,1.0,Monthly,West South Central,Consumer Price Index
1672,Texas,Consumer Price Index,2019-07-01,1.0,Monthly,West South Central,Consumer Price Index
1673,Arkansas,Consumer Price Index,2019-08-01,0.9,Monthly,West South Central,Consumer Price Index
1674,Louisiana,Consumer Price Index,2019-08-01,0.9,Monthly,West South Central,Consumer Price Index
1675,Oklahoma,Consumer Price Index,2019-08-01,0.9,Monthly,West South Central,Consumer Price Index
1676,Texas,Consumer Price Index,2019-08-01,0.9,Monthly,West South Central,Consumer Price Index
1677,Arkansas,Consumer Price Index,2019-09-01,1.0,Monthly,West South Central,Consumer Price Index
1678,Louisiana,Consumer Price Index,2019-09-01,1.0,Monthly,West South Central,Consumer Price Index
1679,Oklahoma,Consumer Price Index,2019-09-01,1.0,Monthly,West South Central,Consumer Price Index
1680,Texas,Consumer Price Index,2019-09-01,1.0,Monthly,West South Central,Consumer Price Index
1681,Arkansas,Consumer Price Index,2019-10-01,1.0,Monthly,West South Central,Consumer Price Index
1682,Louisiana,Consumer Price Index,2019-10-01,1.0,Monthly,West South Central,Consumer Price Index
1683,Oklahoma,Consumer Price Index,2019-10-01,1.0,Monthly,West South Central,Consumer Price Index
1684,Texas,Consumer Price Index,2019-10-01,1.0,Monthly,West South Central,Consumer Price Index
1685,Arkansas,Consumer Price Index,2019-11-01,1.3,Monthly,West South Central,Consumer Price Index
1686,Louisiana,Consumer Price Index,2019-11-01,1.3,Monthly,West South Central,Consumer Price Index
1687,Oklahoma,Consumer Price Index,2019-11-01,1.3,Monthly,West South Central,Consumer Price Index
1688,Texas,Consumer Price Index,2019-11-01,1.3,Monthly,West South Central,Consumer Price Index
1689,Arkansas,Consumer Price Index,2019-12-01,1.8,Monthly,West South Central,Consumer Price Index
1690,Louisiana,Consumer Price Index,2019-12-01,1.8,Monthly,West South Central,Consumer Price Index
1691,Oklahoma,Consumer Price Index,2019-12-01,1.8,Monthly,West South Central,Consumer Price Index
1692,Texas,Consumer Price Index,2019-12-01,1.8,Monthly,West South Central,Consumer Price Index
1693,Arkansas,Consumer Price Index,2020-01-01,1.9,Monthly,West South Central,Consumer Price Index
1694,Louisiana,Consumer Price Index,2020-01-01,1.9,Monthly,West South Central,Consumer Price Index
1695,Oklahoma,Consumer Price Index,2020-01-01,1.9,Monthly,West South Central,Consumer Price Index
1696,Texas,Consumer Price Index,2020-01-01,1.9,Monthly,West South Central,Consumer Price Index
1697,Arkansas,Consumer Price Index,2020-02-01,1.6,Monthly,West South Central,Consumer Price Index
1698,Louisiana,Consumer Price Index,2020-02-01,1.6,Monthly,West South Central,Consumer Price Index
1699,Oklahoma,Consumer Price Index,2020-02-01,1.6,Monthly,West South Central,Consumer Price Index
1700,Texas,Consumer Price Index,2020-02-01,1.6,Monthly,West South Central,Consumer Price Index
1701,Arkansas,Consumer Price Index,2020-03-01,0.9,Monthly,West South Central,Consumer Price Index
1702,Louisiana,Consumer Price Index,2020-03-01,0.9,Monthly,West South Central,Consumer Price Index
1703,Oklahoma,Consumer Price Index,2020-03-01,0.9,Monthly,West South Central,Consumer Price Index
1704,Texas,Consumer Price Index,2020-03-01,0.9,Monthly,West South Central,Consumer Price Index
1705,Arkansas,Consumer Price Index,2020-04-01,-0.8,Monthly,West South Central,Consumer Price Index
1706,Louisiana,Consumer Price Index,2020-04-01,-0.8,Monthly,West South Central,Consumer Price Index
1707,Oklahoma,Consumer Price Index,2020-04-01,-0.8,Monthly,West South Central,Consumer Price Index
1708,Texas,Consumer Price Index,2020-04-01,-0.8,Monthly,West South Central,Consumer Price Index
1709,Arkansas,Consumer Price Index,2020-05-01,-1.0,Monthly,West South Central,Consumer Price Index
1710,Louisiana,Consumer Price Index,2020-05-01,-1.0,Monthly,West South Central,Consumer Price Index
1711,Oklahoma,Consumer Price Index,2020-05-01,-1.0,Monthly,West South Central,Consumer Price Index
1712,Texas,Consumer Price Index,2020-05-01,-1.0,Monthly,West South Central,Consumer Price Index
1713,Arkansas,Consumer Price Index,2020-06-01,-0.4,Monthly,West South Central,Consumer Price Index
1714,Louisiana,Consumer Price Index,2020-06-01,-0.4,Monthly,West South Central,Consumer Price Index
1715,Oklahoma,Consumer Price Index,2020-06-01,-0.4,Monthly,West South Central,Consumer Price Index
1716,Texas,Consumer Price Index,2020-06-01,-0.4,Monthly,West South Central,Consumer Price Index
1717,Arkansas,Consumer Price Index,2020-07-01,0.0,Monthly,West South Central,Consumer Price Index
1718,Louisiana,Consumer Price Index,2020-07-01,0.0,Monthly,West South Central,Consumer Price Index
1719,Oklahoma,Consumer Price Index,2020-07-01,0.0,Monthly,West South Central,Consumer Price Index
1720,Texas,Consumer Price Index,2020-07-01,0.0,Monthly,West South Central,Consumer Price Index
1721,Arkansas,Consumer Price Index,2020-08-01,0.4,Monthly,West South Central,Consumer Price Index
1722,Louisiana,Consumer Price Index,2020-08-01,0.4,Monthly,West South Central,Consumer Price Index
1723,Oklahoma,Consumer Price Index,2020-08-01,0.4,Monthly,West South Central,Consumer Price Index
1724,Texas,Consumer Price Index,2020-08-01,0.4,Monthly,West South Central,Consumer Price Index
1725,Arkansas,Consumer Price Index,2020-09-01,0.6,Monthly,West South Central,Consumer Price Index
1726,Louisiana,Consumer Price Index,2020-09-01,0.6,Monthly,West South Central,Consumer Price Index
1727,Oklahoma,Consumer Price Index,2020-09-01,0.6,Monthly,West South Central,Consumer Price Index
1728,Texas,Consumer Price Index,2020-09-01,0.6,Monthly,West South Central,Consumer Price Index
1729,Arkansas,Consumer Price Index,2020-10-01,0.4,Monthly,West South Central,Consumer Price Index
1730,Louisiana,Consumer Price Index,2020-10-01,0.4,Monthly,West South Central,Consumer Price Index
1731,Oklahoma,Consumer Price Index,2020-10-01,0.4,Monthly,West South Central,Consumer Price Index
1732,Texas,Consumer Price Index,2020-10-01,0.4,Monthly,West South Central,Consumer Price Index
1733,Arkansas,Consumer Price Index,2020-11-01,0.4,Monthly,West South Central,Consumer Price Index
1734,Louisiana,Consumer Price Index,2020-11-01,0.4,Monthly,West South Central,Consumer Price Index
1735,Oklahoma,Consumer Price Index,2020-11-01,0.4,Monthly,West South Central,Consumer Price Index
1736,Texas,Consumer Price Index,2020-11-01,0.4,Monthly,West South Central,Consumer Price Index
1737,Arkansas,Consumer Price Index,2020-12-01,0.8,Monthly,West South Central,Consumer Price Index
1738,Louisiana,Consumer Price Index,2020-12-01,0.8,Monthly,West South Central,Consumer Price Index
1739,Oklahoma,Consumer Price Index,2020-12-01,0.8,Monthly,West South Central,Consumer Price Index
1740,Texas,Consumer Price Index,2020-12-01,0.8,Monthly,West South Central,Consumer Price Index
1741,Arkansas,Consumer Price Index,2021-01-01,1.0,Monthly,West South Central,Consumer Price Index
1742,Louisiana,Consumer Price Index,2021-01-01,1.0,Monthly,West South Central,Consumer Price Index
1743,Oklahoma,Consumer Price Index,2021-01-01,1.0,Monthly,West South Central,Consumer Price Index
1744,Texas,Consumer Price Index,2021-01-01,1.0,Monthly,West South Central,Consumer Price Index
1745,Arkansas,Consumer Price Index,2021-02-01,1.5,Monthly,West South Central,Consumer Price Index
1746,Louisiana,Consumer Price Index,2021-02-01,1.5,Monthly,West South Central,Consumer Price Index
1747,Oklahoma,Consumer Price Index,2021-02-01,1.5,Monthly,West South Central,Consumer Price Index
1748,Texas,Consumer Price Index,2021-02-01,1.5,Monthly,West South Central,Consumer Price Index
1749,Arkansas,Consumer Price Index,2021-03-01,2.4,Monthly,West South Central,Consumer Price Index
1750,Louisiana,Consumer Price Index,2021-03-01,2.4,Monthly,West South Central,Consumer Price Index
1751,Oklahoma,Consumer Price Index,2021-03-01,2.4,Monthly,West South Central,Consumer Price Index
1752,Texas,Consumer Price Index,2021-03-01,2.4,Monthly,West South Central,Consumer Price Index
1753,Arkansas,Consumer Price Index,2021-04-01,4.3,Monthly,West South Central,Consumer Price Index
1754,Louisiana,Consumer Price Index,2021-04-01,4.3,Monthly,West South Central,Consumer Price Index
1755,Oklahoma,Consumer Price Index,2021-04-01,4.3,Monthly,West South Central,Consumer Price Index
1756,Texas,Consumer Price Index,2021-04-01,4.3,Monthly,West South Central,Consumer Price Index
1757,Arkansas,Consumer Price Index,2021-05-01,5.5,Monthly,West South Central,Consumer Price Index
1758,Louisiana,Consumer Price Index,2021-05-01,5.5,Monthly,West South Central,Consumer Price Index
1759,Oklahoma,Consumer Price Index,2021-05-01,5.5,Monthly,West South Central,Consumer Price Index
1760,Texas,Consumer Price Index,2021-05-01,5.5,Monthly,West South Central,Consumer Price Index
1761,Arkansas,Consumer Price Index,2021-06-01,5.8,Monthly,West South Central,Consumer Price Index
1762,Louisiana,Consumer Price Index,2021-06-01,5.8,Monthly,West South Central,Consumer Price Index
1763,Oklahoma,Consumer Price Index,2021-06-01,5.8,Monthly,West South Central,Consumer Price Index
1764,Texas,Consumer Price Index,2021-06-01,5.8,Monthly,West South Central,Consumer Price Index
1765,Arkansas,Consumer Price Index,2021-07-01,5.7,Monthly,West South Central,Consumer Price Index
1766,Louisiana,Consumer Price Index,2021-07-01,5.7,Monthly,West South Central,Consumer Price Index
1767,Oklahoma,Consumer Price Index,2021-07-01,5.7,Monthly,West South Central,Consumer Price Index
1768,Texas,Consumer Price Index,2021-07-01,5.7,Monthly,West South Central,Consumer Price Index
1769,Arkansas,Consumer Price Index,2021-08-01,5.7,Monthly,West South Central,Consumer Price Index
1770,Louisiana,Consumer Price Index,2021-08-01,5.7,Monthly,West South Central,Consumer Price Index
